ts,open,high,low,close,volume,amount,ma20,ma60,ma240,macd,signal,hist
2025-11-12 09:01:00,178.5,260.0,178.5,260.0,46000,9281000.0,,,,0.0,0.0,0.0
2025-11-12 09:02:00,265.0,310.0,233.0,310.0,36000,9873000.0,,,,1.1217948717948616,0.6232193732193675,0.4985754985754941
2025-11-12 09:03:00,310.0,326.0,272.5,315.5,74078,22967109.0,,,,1.599943999080324,1.0235163510312348,0.5764276480490891
2025-11-12 09:04:00,315.5,350.0,315.5,340.0,19265,6429230.0,,,,2.662768198689605,1.5788184674466716,1.0839497312429334
2025-11-12 09:05:00,350.0,370.0,342.0,366.0,42045,14994825.0,,,,4.218832835243688,2.364163055677578,1.8546697795661102
2025-11-12 09:06:00,366.0,390.0,360.0,390.0,56065,20927419.0,,,,6.101192729879472,3.37710587221682,2.724086857662652
2025-11-12 09:07:00,390.0,400.0,382.5,387.5,54573,21108341.5,,,,7.090023334238651,4.316746230229989,2.7732771040086623
2025-11-12 09:08:00,387.5,387.5,365.5,365.5,24674,9351289.0,,,,6.592750668809003,4.86371289709348,1.7290377717155234
2025-11-12 09:09:00,376.5,376.5,355.0,355.0,5554,1999128.5,,,,5.627143964134234,5.040069260980948,0.5870747031532861
2025-11-12 09:10:00,352.0,364.0,348.0,348.0,30189,10661566.0,,,,4.499734509095106,4.919002910169219,-0.41926840107411323
2025-11-12 09:11:00,346.5,365.0,346.5,365.0,19013,6631060.0,,,,4.527630180854885,4.833372793274,-0.30574261241911493
2025-11-12 09:12:00,355.0,357.0,355.0,357.0,2005,711785.0,,,,4.047036689564891,4.664500775860144,-0.6174640862952536
2025-11-12 09:13:00,357.0,357.0,351.5,353.0,16610,5871770.0,,,,3.4109772578515276,4.3992116482308745,-0.9882343903793469
2025-11-12 09:14:00,352.5,352.5,341.5,352.5,7305,2512822.5,,,,2.861598738704629,4.07754188032078,-1.215943141616151
2025-11-12 09:15:00,346.5,352.5,346.5,352.5,249,86524.5,,,,2.4107735011004365,3.732031643752803,-1.3212581426523666
2025-11-12 09:16:00,352.5,353.0,340.5,353.0,9105,3146765.0,,,,2.068714129771422,3.3897332990975335,-1.3210191693261115
2025-11-12 09:17:00,350.0,350.0,336.0,341.0,11306,3846787.0,,,,1.039558983272002,2.9088703652847494,-1.8693113820127474
2025-11-12 09:18:00,341.0,341.0,340.0,340.0,4015,1367607.5,,,,0.17558080327768266,2.352184084374253,-2.1766032810965705
2025-11-12 09:19:00,340.0,340.5,337.0,340.0,1045,355277.5,,,,-0.4905302518089343,1.7753278425594283,-2.2658580943683626
2025-11-12 09:20:00,326.0,340.5,326.0,340.5,7000,2311000.0,346.6,,,-0.9654219743751469,1.2207844289041,-2.1862064032792468
2025-11-12 09:21:00,340.5,340.5,327.0,336.0,10055,3322680.0,350.4,,,-1.6184820188286722,0.6476448598834255,-2.2661268787120976
2025-11-12 09:22:00,341.0,341.0,341.0,341.0,3,1023.0,351.95,,,-1.7694218539829194,0.1606380410504916,-1.930059895033411
2025-11-12 09:23:00,341.0,341.0,326.0,330.0,9150,3014073.0,352.675,,,-2.6128237232210836,-0.39734808050172915,-2.2154756427193543
2025-11-12 09:24:00,330.5,330.5,325.0,328.0,9669,3167217.0,352.075,,,-3.374529380089939,-0.9956095503324923,-2.3789198297574465
2025-11-12 09:25:00,327.0,327.5,320.0,327.5,16202,5242317.5,350.15,,,-3.9619333235328327,-1.5911240953143875,-2.3708092282184454
2025-11-12 09:26:00,327.5,327.5,327.5,327.5,1013,331757.5,347.025,,,-4.372766824638063,-2.149139138161701,-2.223627686476362
2025-11-12 09:27:00,327.5,327.5,314.0,314.0,5110,1606025.0,343.35,,,-5.598675608281781,-2.840718568645369,-2.7579570396364117
2025-11-12 09:28:00,327.5,327.5,314.0,320.0,7117,2243543.0,341.075,,,-6.060270730446973,-3.4858769187451704,-2.574393811701803
2025-11-12 09:29:00,314.0,319.5,311.0,315.5,10282,3233964.0,339.1,,,-6.67433498312397,-4.1245568409308815,-2.5497781421930883
2025-11-12 09:30:00,315.5,320.0,309.0,309.0,8202,2555190.0,337.15,,,-7.548342097176544,-4.810162631038755,-2.7381794661377894
2025-11-12 09:31:00,319.5,319.5,309.5,309.5,7000,2186500.0,334.375,,,-8.106943057998421,-5.470172358404947,-2.636770699593474
2025-11-12 09:32:00,323.5,324.0,312.0,323.5,14000,4449000.0,332.7,,,-7.419076278403907,-5.8602622034211,-1.5588140749828066
2025-11-12 09:33:00,323.5,323.5,323.5,323.5,1005,325117.5,331.225,,,-6.79572261197012,-6.047472944034758,-0.7482496679353625
2025-11-12 09:34:00,309.5,309.5,309.5,309.5,5000,1547500.0,329.075,,,-7.272413796669923,-6.292585401343243,-0.9798283953266802
2025-11-12 09:35:00,323.5,326.0,323.5,326.0,1008,326595.5,327.75,,,-6.326459110875135,-6.299362892526666,-0.027096218348468426
2025-11-12 09:36:00,326.0,329.0,326.0,329.0,13823,4531267.0,326.55,,,-5.288070200168136,-6.097038696099365,0.8089684959312295
2025-11-12 09:37:00,330.0,330.0,330.0,330.0,500,165000.0,326.0,,,-4.339301638607992,-5.745399993974672,1.4060983553666802
2025-11-12 09:38:00,344.0,344.0,344.0,344.0,2,688.0,326.2,,,-2.4852649098742177,-5.093237528309713,2.607972618435495
2025-11-12 09:39:00,344.0,344.0,344.0,344.0,5000,1720000.0,326.4,,,-1.0057274281429045,-4.27559965488238,3.2698722267394755
2025-11-12 09:40:00,344.0,344.0,340.0,342.0,2515,859645.0,326.475,,,0.011083270608935436,-3.4181490950552047,3.42923236566414
2025-11-12 09:41:00,342.0,342.0,342.0,342.0,5030,1720260.0,326.775,,,0.806909893745626,-2.5730474306717124,3.3799573244173384
2025-11-12 09:42:00,342.0,347.0,341.0,345.0,38000,13000500.0,326.975,,,1.6512862800328207,-1.7281088091022934,3.379395089135114
2025-11-12 09:43:00,351.0,368.0,350.0,368.0,37161,13149350.0,328.875,,,4.066282941250279,-0.5691515844902688,4.635434525740548
2025-11-12 09:44:00,378.5,378.5,370.0,370.0,1103,408135.5,330.975,,,6.065176798178413,0.7577863374157591,5.3073904607626545
2025-11-12 09:45:00,370.0,370.0,370.0,370.0,3000,1110000.0,333.1,,,7.560942682843518,2.118476872932808,5.4424658099107095
2025-11-12 09:46:00,370.0,370.0,370.0,370.0,2000,740000.0,335.225,,,8.6457096366874,3.4239689154421615,5.221740721245238
2025-11-12 09:47:00,384.5,384.5,384.5,384.5,3000,1153500.0,338.75,,,10.52420813532865,4.844056345679386,5.680151789649264
2025-11-12 09:49:00,379.0,379.0,370.0,370.0,2040,754980.0,341.25,,,10.74494799674818,6.024260995336319,4.720687001411862
2025-11-12 09:51:00,384.5,385.0,370.0,370.0,18000,6911500.0,343.975,,,10.794954483445792,6.978416715665094,3.816537767780699
2025-11-12 09:54:00,400.0,400.0,400.0,400.0,1,400.0,348.525,,,13.056544519993906,8.194059626766256,4.86248489322765
2025-11-12 09:55:00,400.0,400.0,400.0,400.0,300,120000.0,353.05,,,14.67868015310745,9.490998540459072,5.187681612648378
2025-11-12 09:57:00,400.0,400.0,400.0,400.0,510,204000.0,356.875,,,15.781501026886758,10.749110529824188,5.03239049706257
2025-11-12 09:58:00,383.0,400.0,383.0,400.0,2010,787000.0,360.7,,,16.46501850950648,11.892300479630562,4.572718029875917
2025-11-12 10:03:00,399.5,399.5,399.5,399.5,100,39950.0,365.2,,,16.773036126368993,12.868453315574122,3.904582810794871
2025-11-12 10:06:00,399.0,399.0,399.0,399.0,100,39900.0,368.85,,,16.78340211819892,13.651446738006822,3.1319553801920996
2025-11-12 10:07:00,399.0,399.0,380.0,380.0,5008,1917192.0,371.4,,,15.103119498945603,13.941782376469165,1.1613371224764375
2025-11-12 10:08:00,383.0,383.0,380.0,380.0,363,137974.0,373.9,,,13.614449905082267,13.876315686239813,-0.261865781157546
2025-11-12 10:10:00,380.0,380.0,380.0,380.0,80,30400.0,375.7,,,12.292879471194908,13.559627684913721,-1.266748213718813
2025-11-12 10:11:00,380.0,380.0,380.0,380.0,1000,380000.0,377.5,,,11.117297311423897,13.071160674498865,-1.9538633630749676
2025-11-12 10:13:00,378.0,378.0,365.0,370.0,5060,1898200.0,378.9,350.65833333333336,,9.279098509178596,12.312747079169357,-3.0336485699907616
2025-11-12 10:16:00,379.0,379.0,379.0,379.0,1,379.0,380.75,352.64166666666665,,8.445047803920943,11.53920627576141,-3.0941584718404673
2025-11-12 10:17:00,379.0,379.0,379.0,379.0,30,11370.0,382.45,353.7916666666667,,7.69530043454904,10.77042435349982,-3.07512391895078
