ts,open,high,low,close,volume,ma20,ma60,ma240,macd,signal,hist
2025-03-06 00:00:00-05:00,272.05999755859375,272.6499938964844,260.0199890136719,263.45001220703125,98451600,,,,0.0,0.0,0.0
2025-03-07 00:00:00-05:00,259.32000732421875,266.25,250.72999572753906,262.6700134277344,102369600,,,,-0.017499972612426973,-0.009722207006903873,-0.007777765605523099
2025-03-10 00:00:00-04:00,252.5399932861328,253.3699951171875,220.0,222.14999389648438,189076900,,,,-1.2788218197000276,-0.5298449990942495,-0.7489768206057781
2025-03-11 00:00:00-04:00,225.30999755859375,237.05999755859375,217.02000427246094,230.5800018310547,174896400,,,,-1.5167928205638646,-0.86417691693626,-0.6526159036276046
2025-03-12 00:00:00-04:00,247.22000122070312,251.83999633789062,241.10000610351562,248.08999633789062,142215700,,,,-0.9174074167185893,-0.8800117871713651,-0.037395629547224196
2025-03-13 00:00:00-04:00,248.1300048828125,248.2899932861328,232.60000610351562,240.67999267578125,114813500,,,,-0.856707388486285,-0.8736949994282065,0.01698761094192147
2025-03-14 00:00:00-04:00,247.30999755859375,251.5800018310547,240.72999572753906,249.97999572753906,100242300,,,,-0.38171757254187355,-0.74918863744672,0.3674710649048465
2025-03-17 00:00:00-04:00,245.05999755859375,245.39999389648438,232.8000030517578,238.00999450683594,111900600,,,,-0.6263757744122813,-0.7196743969631432,0.09329862255086185
2025-03-18 00:00:00-04:00,228.16000366210938,230.10000610351562,222.27999877929688,225.30999755859375,111477600,,,,-1.4163594811492715,-0.8806121076826642,-0.5357473734666073
2025-03-19 00:00:00-04:00,231.61000061035156,241.41000366210938,229.1999969482422,235.86000061035156,111993800,,,,-1.4127225679538071,-0.999835739753228,-0.4128868282005791
2025-03-20 00:00:00-04:00,233.35000610351562,238.0,230.0500030517578,236.25999450683594,99028300,,,,-1.3689722996533646,-1.0806007098366717,-0.288371589816693
2025-03-21 00:00:00-04:00,234.99000549316406,249.52000427246094,234.5500030517578,248.7100067138672,132728700,,,,-0.6343810657138818,-0.9847714440083997,0.3503903782945179
2025-03-24 00:00:00-04:00,258.0799865722656,278.6400146484375,256.3299865722656,278.3900146484375,169079900,,,,1.595396344568485,-0.43871829707095295,2.034114641639438
2025-03-25 00:00:00-04:00,283.6000061035156,288.20001220703125,271.2799987792969,288.1400146484375,150361500,,,,3.808766241480015,0.4498586375090094,3.3589076039710055
2025-03-26 00:00:00-04:00,282.6600036621094,284.8999938964844,266.510009765625,272.05999755859375,153629800,,,,4.475169247865011,1.2842793276196836,3.190889920245328
2025-03-27 00:00:00-04:00,272.4800109863281,291.8500061035156,271.82000732421875,273.1300048828125,162572100,,,,4.989479317295348,2.046781863919497,2.9426974533758514
2025-03-28 00:00:00-04:00,275.5799865722656,276.1000061035156,260.57000732421875,263.54998779296875,123809400,,,,4.726938346504909,2.5951615737201585,2.1317767727847503
2025-03-31 00:00:00-04:00,249.30999755859375,260.55999755859375,243.36000061035156,259.1600036621094,134008900,,,,4.191057588316056,2.9201960777237916,1.2708615105922645
2025-04-01 00:00:00-04:00,263.79998779296875,277.45001220703125,259.25,268.4599914550781,146486900,,,,4.324834579414528,3.2052315724550886,1.1196030069594394
2025-04-02 00:00:00-04:00,254.60000610351562,284.989990234375,251.27000427246094,282.760009765625,212787800,254.37000122070313,,,5.3078913732264255,3.630668486277348,1.6772228869490773
2025-04-03 00:00:00-04:00,265.2900085449219,276.29998779296875,261.510009765625,267.2799987792969,136174300,254.5615005493164,,,4.979664098162175,3.902979231971484,1.076684866190691
2025-04-04 00:00:00-04:00,255.3800048828125,261.0,236.0,239.42999267578125,181229400,253.39949951171874,,,2.798137680193463,3.6803683431784457,-0.8822306629849828
2025-04-07 00:00:00-04:00,223.77999877929688,252.0,214.25,233.2899932861328,183453800,253.95649948120118,,,0.6559493405179637,3.071892736633862,-2.4159433961158983
2025-04-08 00:00:00-04:00,245.0,250.44000244140625,217.8000030517578,221.86000061035156,171603500,253.520499420166,,,-1.8013598816486933,2.0926177174492424,-3.8939775990979357
2025-04-09 00:00:00-04:00,224.69000244140625,274.69000244140625,223.8800048828125,272.20001220703125,219433400,254.72600021362305,,,-0.19215854489550566,1.6339295902298359,-1.8260881351253415
2025-04-10 00:00:00-04:00,260.0,262.489990234375,239.3300018310547,252.39999389648438,181722600,255.3120002746582,,,-0.32751314359688877,1.240451829904738,-1.5679649735016268
2025-04-11 00:00:00-04:00,251.83999633789062,257.739990234375,241.36000061035156,252.30999755859375,128948100,255.42850036621093,,,-0.4355255442800683,0.9044439378351424,-1.3399694821152108
2025-04-14 00:00:00-04:00,258.3599853515625,261.79998779296875,245.92999267578125,252.35000610351562,100135200,256.14550094604493,,,-0.511809036137663,0.6206443948884804,-1.1324534310261436
2025-04-15 00:00:00-04:00,249.91000366210938,258.75,247.5399932861328,254.11000061035156,79594300,257.5855010986328,,,-0.4385039648761051,0.40848642437762733,-0.8469903892537325
