ts,open,high,low,close,volume,amount,ma20,ma60,ma240,macd,signal,hist
2025-03-10 13:18:00,39.95,39.95,39.95,39.95,25,998.75,,,,0.0,0.0,0.0
2025-03-10 13:29:00,39.95,39.95,39.95,39.95,1,39.95,,,,0.0,0.0,0.0
2025-03-11 09:01:00,39.85,39.85,39.85,39.85,2,79.7,,,,-0.003100994016321579,-0.0012708991870170403,-0.0018300948293045384
2025-03-11 09:35:00,39.75,39.8,39.5,39.5,8000,317650.0,,,,-0.017072006087339275,-0.00662357767628609,-0.010448428411053185
2025-03-11 09:36:00,40.15,40.15,40.15,40.15,5,200.75,,,,0.0015607595539819386,-0.0041889223840835595,0.005749681938065498
2025-03-11 09:38:00,39.7,40.1,39.7,40.1,3100,124270.0,,,,0.010594212240299328,-0.000181870974490662,0.01077608321478999
2025-03-11 09:40:00,40.1,40.1,39.8,39.8,8010,320598.0,,,,0.0026144662939771024,0.0005258073886684836,0.002088658905308619
2025-03-11 09:41:00,39.8,41.45,39.8,40.0,9501,378441.45,,,,0.00673372623447932,0.002017687027256598,0.0047160392072227225
2025-03-11 09:43:00,41.35,41.35,41.35,41.35,3,124.05,,,,0.07646219381846464,0.019214737417128296,0.05724745640133634
2025-03-11 09:52:00,41.35,41.35,41.35,41.35,50,2067.5,,,,0.12481325979049274,0.04287493641457312,0.08193832337591961
2025-03-11 10:00:00,41.35,41.35,41.35,41.35,947,39158.45,,,,0.15800210388953673,0.06806410282881964,0.08993800106071709
2025-03-11 10:06:00,41.35,41.35,41.35,41.35,10,413.5,,,,0.18018491403154258,0.09214295090990182,0.08804196312164075
2025-03-11 10:12:00,41.0,41.3,41.0,41.3,2340,96240.0,,,,0.19142165154973156,0.11315377320923009,0.07826787834050147
2025-03-11 10:14:00,41.3,41.3,41.3,41.3,400,16520.0,,,,0.19734633157352022,0.1307669192364332,0.06657941233708703
2025-03-11 10:26:00,41.3,41.3,41.3,41.3,600,24780.0,,,,0.19929647783402515,0.14497265069747076,0.0543238271365544
2025-03-11 10:49:00,41.3,41.3,40.5,40.5,1009,40871.7,,,,0.14975156111158583,0.14595611483480908,0.0037954462767767483
2025-03-11 10:50:00,41.3,41.3,41.3,41.3,5,206.5,,,,0.15961589202620274,0.14875100561854876,0.010864886407653984
2025-03-11 11:47:00,41.3,41.3,41.3,41.3,100,4130.0,,,,0.16521089544397682,0.15210337449248015,0.01310752095149667
2025-03-11 12:34:00,41.3,41.3,41.3,41.3,9,371.7,,,,0.16750121356887604,0.15522797251086745,0.012273241058008588
2025-03-11 13:22:00,41.3,41.3,41.3,41.3,100,4130.0,40.714999999999996,,,0.16724518997331472,0.15765944901889742,0.009585740954417304
2025-03-11 13:57:00,40.75,40.75,40.75,40.75,588,23961.0,40.754999999999995,,,0.128655270029995,0.1518046118799694,-0.023149341849974414
2025-03-11 13:59:00,41.25,41.25,41.25,41.25,5,206.25,40.82,,,0.13078370822591268,0.14756917917187504,-0.01678547094596236
2025-03-12 09:01:00,40.05,40.05,40.0,40.0,6000,240150.0,40.8275,,,0.045961490049037934,0.12712697185396515,-0.08116548180492722
