ts,open,high,low,close,volume,amount,ma20,ma60,ma240,macd,signal,hist
2025-03-07 09:03:00,11.4,11.4,11.4,11.4,1,11400.0,,,,0.0,0.0,0.0
2025-03-07 09:27:00,11.35,11.35,11.35,11.35,10,113500.0,,,,-0.001121794871796311,-0.0006232193732201728,-0.0004985754985761383
2025-03-07 09:52:00,11.35,11.35,11.35,11.35,8,90800.0,,,,-0.0014293893281820402,-0.0009536168957455282,-0.000475772432436512
2025-03-07 11:01:00,11.35,11.35,11.35,11.35,5,56750.0,,,,-0.0015342586135052017,-0.001150311244580106,-0.0003839473689250957
2025-03-07 11:28:00,11.35,11.35,11.35,11.35,5,56750.0,,,,-0.0015589430087814549,-0.0012718699559679417,-0.0002870730528135132
2025-03-07 11:39:00,11.35,11.35,11.35,11.35,1,11350.0,,,,-0.001544478732094845,-0.001345762091053081,-0.00019871664104176398
2025-03-07 11:56:00,11.35,11.35,11.35,11.35,2,22700.0,,,,-0.0015085995420083265,-0.00138697190578196,-0.00012162763622636653
2025-03-07 12:44:00,11.35,11.35,11.35,11.35,4,45400.0,,,,-0.001460285167684816,-0.0014045904612734119,-5.569470641140421e-05
2025-03-07 13:09:00,11.3,11.3,11.3,11.3,1,11300.0,,,,-0.003885291511986466,-0.0019776447108095017,-0.0019076468011769644
2025-03-07 13:19:00,11.25,11.25,11.25,11.25,3,33750.0,,,,-0.008124466570910371,-0.0033548896299913844,-0.004769576940918987
2025-03-07 13:20:00,11.2,11.2,11.2,11.2,5,56000.0,,,,-0.013737601343972727,-0.005626567626859478,-0.008111033717113249
2025-03-07 13:24:00,11.2,11.2,11.2,11.2,1,11200.0,,,,-0.01766597315889662,-0.008212127021968657,-0.009453846136927962
2025-03-07 13:25:00,11.15,11.25,11.15,11.25,2,22400.0,,,,-0.01752060522220411,-0.010182124413975757,-0.007338480808228354
2025-03-07 13:30:00,11.25,11.25,11.25,11.25,1,11250.0,,,,-0.017184239292781456,-0.011646972071010083,-0.005537267221771372
2025-03-10 09:01:00,11.1,11.1,11.1,11.1,9,99900.0,,,,-0.02561255642372373,-0.014541946809955644,-0.011070609613768087
2025-03-10 09:02:00,11.3,11.35,11.3,11.35,2,22650.0,,,,-0.016523572018366295,-0.014949750505199916,-0.0015738215131663787
2025-03-10 09:18:00,11.3,11.3,11.3,11.3,1,11300.0,,,,-0.012481125787806135,-0.01444465174886713,0.0019635259610609954
2025-03-10 11:20:00,11.25,11.25,11.25,11.25,2,22500.0,,,,-0.012384537604622992,-0.014025070414656697,0.0016405328100337051
2025-03-10 11:23:00,11.25,11.25,11.25,11.25,1,11250.0,,,,-0.012159672917510633,-0.013646535654410876,0.0014868627369002425
