ts,open,high,low,close,volume,ma20,ma60,ma240,macd,signal,hist
2025-03-06 00:00:00+08:00,284.27715553321275,299.90751460033096,281.34646320812806,297.46527099609375,24996785,,,,0.0,0.0,0.0
2025-03-07 00:00:00+08:00,296.97684263571716,304.7920227050781,295.511496372712,304.7920227050781,16409203,,,,0.1643822498811005,0.09132347215616694,0.07305877772493356
2025-03-10 00:00:00+08:00,301.37286540064315,301.86131412900727,283.3002624511719,283.3002624511719,9744045,,,,-0.45700258541506855,-0.13340032193040494,-0.3236022634846636
2025-03-11 00:00:00+08:00,275.4850973020563,284.7656236296079,274.99664854797464,282.81182861328125,7469883,,,,-0.7460553344993173,-0.34093928282773295,-0.4051160516715843
2025-03-12 00:00:00+08:00,284.7656086362641,289.16164719154096,280.36957008098733,283.3002624511719,4394309,,,,-0.8679800255670784,-0.49772198830707176,-0.37025803726000667
2025-03-13 00:00:00+08:00,282.8118092174262,284.2771553791745,277.4388732910156,277.4388732910156,3075699,,,,-1.175594593412086,-0.6814631532782894,-0.4941314401337965
2025-03-14 00:00:00+08:00,279.8811206223643,284.7656078932607,277.92732571400575,282.3233642578125,4384628,,,,-1.1313459330673368,-0.7953164830624501,-0.3360294500048867
2025-03-17 00:00:00+08:00,284.27717556190163,291.60390689081663,282.3233805408576,283.7887268066406,3111316,,,,-1.013792946401793,-0.8478204856536978,-0.16597246074809513
2025-03-18 00:00:00+08:00,284.7656136971933,290.1385498046875,284.7656136971933,290.1385498046875,2823210,,,,-0.6019265888574523,-0.7910177756078526,0.18909118675040026
2025-03-19 00:00:00+08:00,291.115460899366,291.115460899366,287.2078708201799,287.6963195800781,2412021,,,,-0.42679997334573727,-0.7094118450867333,0.282611871740996
2025-03-20 00:00:00+08:00,290.6269970910024,290.6269970910024,285.2540610103284,288.18475341796875,1768993,,,,-0.26824359097162187,-0.6128867518935495,0.3446431609219276
2025-03-21 00:00:00+08:00,290.6269859275881,295.02302437019034,288.1847423483647,293.55767822265625,6154449,,,,0.1467913265797165,-0.4497397603059433,0.5965310868856598
2025-03-24 00:00:00+08:00,295.9999309174002,295.9999309174002,285.2540588378906,285.2540588378906,2456045,,,,-0.016411046687721864,-0.35803234934717937,0.3416213026594575
2025-03-25 00:00:00+08:00,289.16164868498504,290.6269948776454,281.3464689907962,285.2540588378906,1875215,,,,-0.13835705211022287,-0.31207611326200957,0.1737190611517867
2025-03-26 00:00:00+08:00,286.23095629966423,287.6963024923246,284.76561010700385,285.2540588378906,997403,,,,-0.2285573564297465,-0.29476321856666104,0.06620586213691454
2025-03-27 00:00:00+08:00,283.30027528666284,283.30027528666284,278.9042365322146,279.8811340332031,1739682,,,,-0.6199941881201312,-0.36169332756449574,-0.25830086055563545
2025-03-28 00:00:00+08:00,277.4388867881328,283.78872046462175,273.53129683337033,274.99664306640625,3352139,,,,-1.2130997943295938,-0.535897346695745,-0.6772024476338488
2025-03-31 00:00:00+08:00,266.6930181539284,271.57750566590505,258.8778381347656,258.8778381347656,4639873,,,,-2.6687189634570245,-0.9702869372404438,-1.6984320262165808
2025-04-01 00:00:00+08:00,263.7623127345932,264.7392101891658,260.34317164358924,262.2969665527344,2158819,,,,-3.5355828896467756,-1.4908482062404036,-2.044734683406372
2025-04-02 00:00:00+08:00,263.7623149387086,270.1121484464923,261.80852001323666,265.2276611328125,2492048,282.5920166015625,,,-3.9700156517577625,-1.9924649425676995,-1.977550709190063
2025-04-07 00:00:00+08:00,238.8514404296875,238.8514404296875,238.8514404296875,238.8514404296875,616699,279.6613250732422,,,-6.00311967248723,-2.8020631136841696,-3.2010565588030606
2025-04-08 00:00:00+08:00,215.40589904785156,216.87124529987778,215.40589904785156,215.40589904785156,4493541,275.19201889038084,,,-9.07828082058029,-4.066637567588725,-5.011643252991564
2025-04-09 00:00:00+08:00,194.40260280349693,198.31019280959737,193.91415405273438,193.91415405273438,4928400,270.722713470459,,,-12.815694782354484,-5.826839408261224,-6.98885537409326
2025-04-10 00:00:00+08:00,212.96365356445312,212.96365356445312,212.96365356445312,212.96365356445312,3037212,267.2303047180176,,,-14.257600987887201,-7.520992134236428,-6.7366088536507736
2025-04-11 00:00:00+08:00,205.6369206545801,215.89434425017674,191.96035586045127,210.5214080810547,11316278,263.5913619995117,,,-15.380984308277078,-9.098951932615101,-6.282032375661977
2025-04-14 00:00:00+08:00,217.84813918745468,231.5247039794922,216.38279295973638,231.5247039794922,7219380,261.29565353393554,,,-14.60045005828107,-10.202587090342321,-4.397862967938748
2025-04-15 00:00:00+08:00,237.87454326396087,246.66662083839884,234.94385073914822,239.3398895263672,8129036,259.14647979736327,,,-13.267738252663293,-10.817103131423776,-2.4506351212395163
2025-04-16 00:00:00+08:00,235.43229534835496,239.33988531264302,233.47850036621094,233.47850036621094,3909143,256.6309684753418,,,-12.493058149525893,-11.152943745267159,-1.3401144042587347
2025-04-17 00:00:00+08:00,229.57090090861362,231.03624708462604,217.8481315005142,220.77882385253906,8751183,253.16298217773436,,,-12.658817510981663,-11.454585266055178,-1.2042322449264855
2025-04-18 00:00:00+08:00,219.31349079491312,224.19797834045684,217.35969577669562,217.84814453125,3641208,249.67057342529296,,,-12.854152037590154,-11.734845565808659,-1.1193064717814956
2025-04-21 00:00:00+08:00,220.29038584368104,221.75573209097826,212.4752058580959,214.4290008544922,2745758,245.98278579711913,,,-13.107851398168094,-12.009718953698627,-1.0981324444694671
2025-04-22 00:00:00+08:00,210.52140295819984,213.45209534276876,202.70622326601608,203.68312072753906,4781593,241.4890579223633,,,-13.945451930573284,-12.397172521415856,-1.5482794091574288
2025-04-23 00:00:00+08:00,214.91745234069143,220.77883740452847,212.96365731941242,218.3365936279297,6160520,238.14318466186523,,,-13.35392435578143,-12.588644247913482,-0.7652801078679481
2025-04-24 00:00:00+08:00,222.73262829870174,233.96694946289062,221.26728205989448,233.96694946289062,7551498,235.57882919311524,,,-11.573494829267247,-12.385511363575132,0.8120165343078849
2025-04-25 00:00:00+08:00,240.31678207782136,242.2705770540638,229.08246096442727,232.50160217285156,9694395,232.9412063598633,,,-10.157398514746802,-11.93970795446254,1.7823094397157373
2025-04-28 00:00:00+08:00,232.50160146463773,235.92074266264711,230.54780649434664,231.5247039794922,2692145,230.52338485717775,,,-9.006209645474542,-11.352817835932518,2.3466081904579763
2025-04-29 00:00:00+08:00,229.08245668740108,231.52470036210687,224.6864180729307,226.6402130126953,5186711,228.10556335449218,,,-8.370880364969565,-10.756275470487424,2.3853951055178584
2025-04-30 00:00:00+08:00,226.64022139815597,227.61711890418252,216.87124633789062,216.87124633789062,6057300,226.00523376464844,,,-8.518384866766155,-10.308604372093656,1.7902195053275012
2025-05-02 00:00:00+08:00,224.1979696950605,228.59400831653227,221.267277280746,227.128662109375,6724180,224.24681854248047,,,-7.755131266197509,-9.797824883114874,2.042693616917365
2025-05-05 00:00:00+08:00,231.0362527263241,232.50159893811897,221.75572671828996,228.10556030273438,5847896,222.39071350097657,,,-6.994079189949218,-9.237001198227476,2.242922008278258
2025-05-06 00:00:00+08:00,229.0824577772643,232.01315020085403,226.15176535367456,228.10556030273438,3887134,221.8534194946289,,,-6.318095062598388,-8.653157886231623,2.335062823633235
2025-05-07 00:00:00+08:00,231.5247039794922,236.89764014779263,230.54780649434664,231.5247039794922,5079407,222.65935974121095,,,-5.4536264495048385,-8.013197157048351,2.5595707075435126
2025-05-08 00:00:00+08:00,227.12865991530074,229.08245483930335,221.267275143293,224.19796752929688,8433839,224.17355041503907,,,-5.279046055246653,-7.466329718818757,2.1872836635721047
2025-05-09 00:00:00+08:00,220.77883055499782,220.77883055499782,207.10226583035194,209.05606079101562,15862928,223.9781707763672,,,-6.251999148713537,-7.223450381188772,0.9714512324752347
2025-05-12 00:00:00+08:00,211.98675177232275,211.98675177232275,205.14846945708655,207.10226440429688,13147617,223.8072135925293,,,-7.093613495305732,-7.197481872924106,0.1038683776183742
2025-05-13 00:00:00+08:00,226.64021373306733,227.6171112060547,218.82503394916847,227.6171112060547,16919621,223.61183395385743,,,-6.078906015291409,-6.973758905789933,0.894852890498524
2025-05-14 00:00:00+08:00,234.45539388717881,239.33988125982836,224.6864191418797,228.10556030273438,17533477,223.05011749267578,,,-5.176711518631265,-6.614339409204934,1.437627890573669
2025-05-15 00:00:00+08:00,228.1055581181789,229.08245558335312,222.73262205972074,225.17486572265625,4399466,222.63493576049805,,,-4.639334204738503,-6.219329559297634,1.5799953545591308
2025-05-16 00:00:00+08:00,225.66332530975342,226.64022282191684,218.33659396852764,218.82504272460938,6064377,222.53724670410156,,,-4.66113738915746,-5.907685565354959,1.246548176197499
2025-05-19 00:00:00+08:00,217.84813995008932,217.84813995008932,211.00985753013134,211.49830627441406,7895709,222.21975479125976,,,-5.197836530462695,-5.765713732086791,0.5678772016240963
2025-05-20 00:00:00+08:00,211.49830767109955,218.33659013621593,211.49830767109955,213.4521026611328,5427451,222.1709098815918,,,-5.405787259152277,-5.693727615563739,0.287940356411462
2025-05-21 00:00:00+08:00,210.03295791232892,211.00985539099094,205.14847051901896,208.56761169433594,12920705,222.41513442993164,,,-5.8899299568889205,-5.732968442269604,-0.15696151461931684
2025-05-22 00:00:00+08:00,194.40259690882186,207.59071277952083,192.93725070096642,206.6138153076172,25397424,221.82899551391603,,,-6.355267871380278,-5.8574292375900185,-0.49783863379025917
2025-05-23 00:00:00+08:00,209.5445066179548,209.5445066179548,202.21777561732702,205.14846801757812,3215760,220.3880714416504,,,-6.762365031047182,-6.038417454339752,-0.7239475767074293
2025-05-26 00:00:00+08:00,207.10226331697223,207.10226331697223,204.66001964578152,205.6369171142578,5119180,219.0448371887207,,,-6.965579552051651,-6.223850741117499,-0.741728810934152
2025-05-27 00:00:00+08:00,207.10226295107887,207.59071168445405,203.68312181745256,205.14846801757812,6347638,217.726025390625,,,-7.08370255910387,-6.395821748134697,-0.6878808109691725
