ts,open,high,low,close,volume,amount,ma20,ma60,ma240,macd,signal,hist
2025-03-07 09:58:00,33.8,33.8,33.8,33.8,1,33800.0,,,,0.0,0.0,0.0
2025-03-07 11:26:00,34.45,34.45,34.45,34.45,1,34450.0,,,,0.01458333333333428,0.008101851851852379,0.006481481481481902
2025-03-07 11:56:00,34.45,34.45,34.45,34.45,1,34450.0,,,,0.018582061266371852,0.012397019644688227,0.006185041621683625
2025-03-07 12:01:00,34.45,34.45,34.45,34.45,1,34450.0,,,,0.01994536197558716,0.01495404617954559,0.004991315796041571
2025-03-07 12:26:00,34.5,34.5,34.5,34.5,5,172500.0,,,,0.022255874185368896,0.01712617492949303,0.005129699255875867
2025-03-07 13:30:00,34.05,34.05,34.05,34.05,1,34050.0,,,,0.003984205437902233,0.013563970517903019,-0.009579765080000786
2025-03-10 09:01:00,34.05,34.05,34.05,34.05,1,34050.0,,,,-0.007802220282130179,0.008156757624517447,-0.015958977906647624
2025-03-10 09:09:00,34.05,34.05,34.05,34.05,1,34050.0,,,,-0.015579931228025146,0.0024523849247186547,-0.0180323161527438
2025-03-10 09:27:00,34.05,34.05,34.05,34.05,2,68100.0,,,,-0.020728794507711257,-0.0029025825265968433,-0.017826211981114413
2025-03-10 09:41:00,34.05,34.05,34.05,34.05,1,34050.0,,,,-0.024079679543788757,-0.007647481587242591,-0.016432197956546164
2025-03-10 10:32:00,34.05,34.05,34.05,34.05,1,34050.0,,,,-0.02616338451808531,-0.01169865534982525,-0.01446472916826006
2025-03-10 11:02:00,34.05,34.05,34.05,34.05,4,136200.0,,,,-0.027335104922180165,-0.015056708950592388,-0.012278395971587776
2025-03-10 12:49:00,34.05,34.05,34.05,34.05,1,34050.0,,,,-0.02784147312760865,-0.017762409232031602,-0.01007906389557705
2025-03-10 12:59:00,34.05,34.05,33.9,33.9,4,135750.0,,,,-0.03655231950521198,-0.02169327248062888,-0.014859047024583103
2025-03-10 13:19:00,33.9,33.9,33.9,33.9,2,67800.0,,,,-0.04265523336955823,-0.026038550538429853,-0.01661668283112838
2025-03-10 13:23:00,33.9,33.9,33.9,33.9,1,33900.0,,,,-0.04674995685771677,-0.030300803559264674,-0.016449153298452094
2025-03-10 13:24:00,33.9,33.9,33.9,33.9,1,33900.0,,,,-0.04929259116056528,-0.03418666285183496,-0.015105928308730317
2025-03-11 09:01:00,33.8,33.8,33.8,33.8,3,101400.0,,,,-0.056939697680434165,-0.038820750112190563,-0.0181189475682436
2025-03-11 09:55:00,33.5,33.5,33.5,33.5,1,33500.0,,,,-0.0813686452801079,-0.04745475831740838,-0.03391388696269952
2025-03-12 09:03:00,33.5,33.5,33.5,33.5,2,67000.0,34.022499999999994,,,-0.0992152928122465,-0.05792760896362155,-0.041287683848624954
2025-03-12 09:06:00,34.0,34.0,34.0,34.0,1,34000.0,34.0325,,,-0.07873532106233938,-0.062127892157926336,-0.016607428904413045
2025-03-12 11:19:00,33.65,33.65,33.65,33.65,1,33650.0,33.9925,,,-0.08541804662331742,-0.06682054874503988,-0.01859749787827754
2025-03-12 11:39:00,33.55,33.55,33.55,33.55,3,100650.0,33.9475,,,-0.0963819689938461,-0.07276793999618227,-0.023614028997663836
2025-03-12 12:53:00,33.6,33.6,33.6,33.6,2,67200.0,33.905,,,-0.10032244241021715,-0.07830498845102643,-0.02201745395919072
2025-03-13 12:19:00,34.0,34.0,34.0,34.0,2,68000.0,33.88,,,-0.07440483994112412,-0.07752200070497521,0.0031171607638510873
2025-03-14 11:16:00,34.4,34.4,34.4,34.4,1,34400.0,33.897499999999994,,,-0.025270725354708645,-0.06704006593095233,0.04176934057624368
2025-03-14 13:01:00,34.4,34.45,34.4,34.45,3,103250.0,33.917500000000004,,,0.016851077117983948,-0.05022117173025188,0.06707224884823583
2025-03-17 10:30:00,34.45,34.45,34.45,34.45,1,34450.0,33.9375,,,0.04949831012199013,-0.030238623490188913,0.07973693361217904
2025-03-17 10:56:00,34.05,34.05,34.0,34.0,7,238150.0,33.934999999999995,,,0.041956164673003116,-0.015777288024807847,0.057733452697810966
2025-03-17 12:18:00,33.75,33.75,33.75,33.75,1,33750.0,33.92,,,0.017423831744814322,-0.009128833683054399,0.026552665427868723
2025-03-17 12:26:00,33.75,33.75,33.75,33.75,2,67500.0,33.904999999999994,,,-0.0019385194303822573,-0.007689345232208458,0.005750825801826201
2025-03-17 12:40:00,33.8,33.8,33.8,33.8,1,33800.0,33.8925,,,-0.013364245857154344,-0.008825225294099036,-0.0045390205630553085
2025-03-17 12:45:00,33.8,33.8,33.8,33.8,1,33800.0,33.88,,,-0.022140377201999684,-0.011489944642219706,-0.010650432559779977
2025-03-17 12:47:00,33.75,33.75,33.75,33.75,1,33750.0,33.8725,,,-0.03246961602872034,-0.01568800759032622,-0.01678160843839412
2025-03-17 13:13:00,33.75,33.75,33.75,33.75,1,33750.0,33.864999999999995,,,-0.04017334995796773,-0.020587063356969124,-0.019586286600998606
2025-03-18 09:06:00,33.75,33.75,33.75,33.75,1,33750.0,33.8575,,,-0.04573681303345012,-0.02561864613423081,-0.02011816689921931
2025-03-18 09:14:00,33.75,33.75,33.75,33.75,1,33750.0,33.85,,,-0.049563351892800256,-0.0304088308890074,-0.019154521003792856
2025-03-18 09:31:00,33.75,33.75,33.75,33.75,1,33750.0,33.847500000000004,,,-0.05198790341089676,-0.03472554193919428,-0.017262361471702486
