ts,open,high,low,close,volume
2025-03-10,115.21551622663225,120.43103342207651,113.31896451919798,119.48275756835938,83525
2025-03-11,117.58621090748271,117.58621090748271,114.26724527702956,115.68965911865234,35787
2025-03-12,116.1637954711914,117.58620929328762,115.68965753049267,116.1637954711914,19489
2025-03-13,116.63792890383874,118.53448059333205,113.79310136959876,115.21551513671875,110854
2025-03-14,115.68965305909208,118.06034267095872,113.31896344722544,115.21551513671875,60912
2025-03-17,116.63793049962068,116.63793049962068,114.74137878417969,114.74137878417969,32197
2025-03-18,114.74137584734163,115.21551376406619,113.31896209716797,113.31896209716797,68368
2025-03-19,115.21551671303993,116.16379257076042,113.31896499759894,114.74137878417969,74905
2025-03-20,114.74138036704163,115.21551830244263,113.31896656083863,114.26724243164062,22659
2025-03-21,114.26724085531944,115.21551671303993,113.7931029264592,114.74137878417969,15903
2025-03-24,114.74138196309408,114.74138196309408,112.84483019510905,113.79310607910156,29792
2025-03-25,112.84482418044342,113.31896209716797,111.89654834699432,113.31896209716797,31940
2025-03-26,113.31896366792567,113.31896366792567,111.89654989803539,112.8448257446289,19243
2025-03-27,112.8448243752504,112.8448243752504,110.47413478753505,110.94827270507812,33065
2025-03-28,111.42241220105872,111.42241220105872,109.0517225797596,110.47413635253906,46373
2025-03-31,108.57758488571434,110.47413658677486,108.10344696044922,108.10344696044922,51946
2025-04-01,109.0517225797596,110.47413635253906,108.57758465549976,110.47413635253906,17090
2025-04-02,110.0,110.47413793103448,109.52586206896552,110.0,8757
2025-04-07,104.78448305226337,104.78448305226337,90.1810332885232,93.87931060791016,209459
2025-04-08,93.40516938000191,99.56896228325077,93.40516938000191,97.19827270507812,73103
2025-04-09,95.30172634124756,95.30172634124756,89.70689717873756,91.03448486328125,196636
2025-04-10,100.04310732109602,103.36207296681958,92.55172627379436,101.93965911865234,53623
2025-04-11,99.09483052225947,100.51724435750721,93.40517518126849,97.67241668701172,174060
2025-04-14,97.67241379310344,97.67241379310344,94.82758620689656,96.25,61860
2025-04-15,97.19827586206897,98.14655172413794,94.82758620689656,96.25,103242
2025-04-16,96.24999706268311,96.24999706268311,92.83620551036962,94.82758331298828,23882
2025-04-17,95.30172201638247,95.30172201638247,93.594822608748,94.54309844970703,15774
2025-04-18,94.35344578658483,94.73275756835938,94.25861964983382,94.73275756835938,2961
2025-04-21,94.73275993504062,94.73275993504062,93.97413635253906,93.97413635253906,5546
2025-04-22,94.54309923631074,94.54309923631074,93.87930903602485,94.35344696044922,9769
2025-04-23,94.82758331298828,95.30172122955322,93.6896552071406,94.82758331298828,55073
2025-04-24,95.30172729492188,95.30172729492188,94.54310368622806,95.30172729492188,23053
2025-04-25,95.30172104254002,98.62068645198171,95.30172104254002,97.19827270507812,27252
2025-04-28,97.19827560278087,100.5172411111685,96.7241376730112,98.62068939208984,27281
2025-04-29,99.09482732185951,100.04310318139883,98.14655146232019,98.62068939208984,7213
2025-04-30,98.6206878224058,99.56896366685201,96.72413613351338,99.0948257446289,12327
2025-05-02,96.25000253107875,102.41379579661582,96.25000253107875,100.04310607910156,58234
2025-05-05,98.62069097693993,99.09482891432906,96.72413922738339,98.14655303955078,38515
2025-05-06,98.62069097693993,100.9913806638856,95.77586335260511,98.14655303955078,19494
2025-05-07,99.56896366685201,99.56896366685201,97.19827405573649,99.0948257446289,20524
2025-05-08,98.62068939208984,99.09482732185951,97.19827560278087,98.62068939208984,15492
2025-05-09,99.09482891432906,99.09482891432906,96.72413922738339,98.14655303955078,16124
2025-05-12,97.67241510216165,98.14655303955078,96.72413922738339,98.14655303955078,17362
2025-05-13,99.56896324680275,103.8362045288086,97.67241156591128,103.8362045288086,115232
2025-05-14,103.36206948220192,109.05172468305707,103.36206948220192,105.25862121582031,81200
2025-05-15,104.7844851811727,104.7844851811727,101.4655195871989,102.4137954711914,24048
2025-05-16,102.4137954711914,102.4137954711914,101.4655195871989,102.4137954711914,17094
2025-05-19,100.51724402260442,100.99138196610726,96.25000253107875,100.04310607910156,52580
2025-05-20,100.04310449564232,100.51724243164062,99.56896655964401,100.51724243164062,3210
2025-05-21,100.51724370320639,103.36207135518393,100.51724370320639,102.4137954711914,21312
2025-05-22,102.88793341318767,103.83620929718018,101.93965752919516,102.4137954711914,20964
2025-05-23,102.88793182373047,103.83620769307362,102.41379388905891,102.88793182373047,11008
2025-05-26,102.4137954711914,102.4137954711914,101.93965752919516,102.4137954711914,2167
2025-05-27,101.93965911865234,102.41379706804142,100.04310732109602,101.93965911865234,7635
2025-05-28,102.41379097911799,102.88792890031762,100.99137721551914,101.46551513671875,11063
2025-05-29,100.99138321987418,102.88793501743051,100.99138321987418,101.93965911865234,15422
2025-06-02,100.51724061178504,103.36206817626953,100.51724061178504,103.36206817626953,16469
2025-06-03,103.36207135518393,103.36207135518393,101.93965752919516,102.4137954711914,8002
2025-06-04,102.88793341318767,103.83620929718018,101.93965752919516,102.4137954711914,35762
2025-06-05,102.41379706804142,102.88793501743051,101.93965911865234,101.93965911865234,9237
2025-06-06,102.4137954711914,102.88793341318767,101.93965752919516,102.4137954711914,9435
2025-06-09,102.88793501743051,103.36207296681958,101.93965911865234,101.93965911865234,30769
2025-06-10,102.88793001046629,106.20689549467488,102.88793001046629,105.73275756835938,37706
2025-06-11,105.2586240641276,108.10345174153646,104.31034817165799,106.68103790283203,12407
2025-06-12,107.15517584906684,107.62931379530166,104.7844861178928,106.68103790283203,9250
2025-06-13,106.6810334209904,106.6810334209904,103.83620586309732,105.73275756835938,8925
2025-06-16,106.2068952593887,109.52586073624461,105.73275733412358,108.10344696044922,42871
2025-06-17,108.10344696044922,109.05172281097947,107.15517110991897,108.10344696044922,33331
2025-06-18,108.10345140540082,109.5258652396824,107.62931346064029,109.05172729492188,8540
2025-06-19,108.10345140540082,109.05172729492188,106.68103757111922,109.05172729492188,46134
2025-06-20,109.0517212313856,109.52585914978293,107.62930747619362,108.57758331298828,35711
2025-06-23,108.57758620689656,114.26724137931035,108.57758620689656,110.0,76285
2025-06-24,112.5,120.5,112.0,120.0,148956
2025-06-25,122.0,122.5,118.5,120.0,98334
2025-06-26,120.5,120.5,116.0,119.0,37116
2025-06-27,119.0,119.0,117.5,119.0,104358
2025-06-30,119.5,120.5,117.0,119.0,58121
2025-07-01,118.0,118.0,113.5,115.0,42063
2025-07-02,115.5,115.5,111.5,114.0,59616
2025-07-03,114.0,115.0,113.5,115.0,58627
2025-07-04,116.5,116.5,110.5,113.0,34018
2025-07-07,113.0,113.5,112.5,113.5,58101
2025-07-08,113.5,114.0,112.0,112.0,30990
2025-07-09,112.0,112.0,106.5,110.5,51388
2025-07-10,111.0,112.5,110.5,112.0,22601
2025-07-11,114.5,115.0,112.5,115.0,20426
2025-07-14,114.5,116.0,114.5,116.0,27922
2025-07-15,115.5,117.5,115.0,116.5,13203
2025-07-16,117.0,117.5,115.5,115.5,13477
2025-07-17,116.5,116.5,115.5,116.5,22216
2025-07-18,116.5,117.0,115.5,115.5,12518
2025-07-21,116.5,117.5,115.0,116.0,27568
2025-07-22,117.0,117.0,115.0,116.0,20583
2025-07-23,116.0,117.0,115.0,116.5,13672
2025-07-24,116.5,117.0,116.0,116.5,42306
