ts,open,high,low,close,volume
2025-03-10 04:00:00+00:00,113.29662512383342,115.78645138845563,112.36996107891846,112.90349578857422,6279900
2025-03-11 04:00:00+00:00,112.57587456930266,112.86604756450423,108.52288631173623,108.916015625,6498300
2025-03-12 04:00:00+00:00,108.485446932007,108.64456968518087,107.59621768407328,107.88639068603516,4970900
2025-03-13 04:00:00+00:00,108.36377010080813,109.9550192202956,107.60559102361347,107.85832214355469,4629100
2025-03-14 04:00:00+00:00,108.38248154644161,109.44018864979893,107.72725887938694,109.2904281616211,4020700
2025-03-17 04:00:00+00:00,109.51508514730173,111.18121094112045,109.44020132388384,110.50727081298828,4427900
2025-03-18 04:00:00+00:00,110.48853938822408,111.3871237311141,110.32005437760012,111.2560806274414,3930700
2025-03-19 04:00:00+00:00,110.79743454995364,111.26544769508787,108.82241850618202,109.95500946044922,5010300
2025-03-20 04:00:00+00:00,108.8317682319146,110.6476614302315,108.81305084921524,109.49635314941406,3655600
2025-03-21 04:00:00+00:00,107.04396820914974,108.03615380164977,105.26551681138797,107.73662567138672,19575300
2025-03-24 04:00:00+00:00,108.31695426294675,109.69291393551622,107.87702080123398,108.39183807373047,6611600
2025-03-25 04:00:00+00:00,108.41992326125506,108.5790460113219,102.85992499924805,102.91608428955078,10645500
2025-03-26 04:00:00+00:00,103.61811402392686,105.16255892872763,103.29986849295598,103.90828704833984,6609200
2025-03-27 04:00:00+00:00,103.73043975673005,104.62902419521257,103.35602778870042,103.90828704833984,4031700
2025-03-28 04:00:00+00:00,104.14227857575494,104.21715524548155,102.6071961560035,102.64463806152344,3284100
2025-03-31 04:00:00+00:00,102.03622003391963,103.7678671091296,101.37164227603098,102.95352172851562,6536100
2025-04-01 04:00:00+00:00,102.97225286293724,103.05649180014348,101.25932305993943,102.27023315429688,5877400
2025-04-02 04:00:00+00:00,101.88645903035665,103.43090381880977,101.64309019827394,103.15009307861328,4540000
2025-04-03 04:00:00+00:00,99.91143975554648,100.51985824527466,93.57454519599946,93.71495056152344,10057700
2025-04-04 04:00:00+00:00,92.0394605352124,94.15487466465696,90.39205237754963,91.45912170410156,9567700
2025-04-07 04:00:00+00:00,88.92249809185293,92.85380567728298,87.26573469063547,89.44667053222656,8729800
2025-04-08 04:00:00+00:00,91.54337472029405,91.54337472029405,84.90694455983619,86.03953552246094,8233800
2025-04-09 04:00:00+00:00,85.34687941326509,93.78047848389892,84.75718540758191,93.28438568115234,8849800
2025-04-10 04:00:00+00:00,91.84289620370994,91.85225132425872,87.96774818512564,90.3826904296875,7553700
2025-04-11 04:00:00+00:00,89.62452143389862,93.32182259475049,87.6214256514853,90.86943817138672,5544100
2025-04-14 04:00:00+00:00,92.17051700551905,94.4825032621883,91.72122120959646,92.35771942138672,4926900
